assay_tube_index,number_of_flies_detected,flies_detected,number_of_unique_threshold_crossings,unique_threshold_crossings,fraction_crossing_by_10s,first_crossing_time_s,mean_height_px,max_height_px,mean_vertical_velocity_px_s,max_vertical_velocity_px_s,mean_speed_px_s,max_speed_px_s,processed_duration_s
1,9,9,0,0,0.0,,544.4218637720899,585.0,-0.2998034058071289,103.21969696969698,32.362288389829864,244.45070680253502,9.8
2,3,3,0,0,0.0,,6.958766233766222,11.454545454545496,-2.5105519480518166,2.5416666666666266,15.452336532265594,46.155273473572706,9.8
3,9,9,4,4,0.4444444444444444,3.4,318.35755888558526,586.8421052631579,34.366024064769185,129.11132182187185,43.68448396418336,129.39079354332338,9.8
