unique_event_id,assay_tube_index,physical_vial_index,display_id,internal_track_id,crossing_frame_index,crossing_time_s,crossing_x_px,crossing_y_px,threshold_distance_px,threshold_distance_mm,deduplicated
1,1,3,2,2,5,1.0,635.2134146341464,355.969512195122,410.0,,False
2,1,3,7,7,27,5.4,748.0666666666666,359.21333333333337,410.0,,False
3,1,3,1,1,36,7.2,733.3565573770492,357.9795081967213,410.0,,False
4,1,3,5,5,41,8.2,693.1372549019608,342.6928104575163,410.0,,False
