internal_track_id,display_id,assay_tube_index,physical_vial_index,label,start_frame_index,end_frame_index,start_time_s,end_time_s,duration_s,n_samples,n_detected_samples,crossing_detected,unique_crossing_detected,unique_crossing_event_id,first_crossing_frame_index,first_crossing_time_s,threshold_distance_px,max_height_px,mean_height_px,max_vertical_velocity_px_s_raw,mean_vertical_velocity_px_s_raw,max_vertical_velocity_px_s_smoothed,mean_vertical_velocity_px_s_smoothed,max_speed_px_s_raw,mean_speed_px_s_raw,max_speed_px_s_smoothed,mean_speed_px_s_smoothed,threshold_distance_mm,max_height_mm,mean_height_mm,max_vertical_velocity_mm_s_raw,mean_vertical_velocity_mm_s_raw,max_vertical_velocity_mm_s_smoothed,mean_vertical_velocity_mm_s_smoothed,max_speed_mm_s_raw,mean_speed_mm_s_raw,max_speed_mm_s_smoothed,mean_speed_mm_s_smoothed
1,1,1,1,"fly (1,1)",0,3,0.0,0.6,0.6,2,2,False,False,,,,501.0,-9.666666666666629,-12.083333333333314,8.05555555555562,8.05555555555562,4.02777777777781,4.02777777777781,8.104449319073636,8.104449319073636,4.052224659536818,4.052224659536818,66.91151919866444,-1.2910406232609855,-1.6138007790762356,1.075867186050834,1.075867186050834,0.537933593025417,0.537933593025417,1.079289622407341,1.079289622407341,0.5396448112036705,0.5396448112036705
2,2,1,1,"fly (1,2)",0,3,0.0,0.6,0.6,4,4,False,False,,,,501.0,-13.102040816326507,-13.500338579367678,3.1854480922805806,0.5301296720061068,1.0618160307601936,0.5967850526938652,30.94963598025685,13.238579238137676,19.857868857206515,10.85324835552412,66.91151919866444,-1.7498552008449426,-1.8030502276284046,0.42543547142311566,0.07080195953336975,0.1418118238077052,0.0797041806602824,3.0046935381986803,1.2881116006801123,1.9321674010201684,1.0554608786082935
3,3,1,1,"fly (1,3)",0,3,0.0,0.6,0.6,4,4,False,False,,,,501.0,-10.799999999999955,-12.861931818181802,12.875000000000231,4.727272727272787,7.0909090909091805,3.0634469696970026,114.4108726711855,57.676591868577965,86.51488780286695,45.582109307126686,66.91151919866444,-1.4424040066777903,-1.7177872211261171,1.7195325542571254,0.6313552891182351,0.9470329336773528,0.40914149845702863,11.054847324355388,5.613864202143353,8.42079630321503,4.429902403369211
4,4,1,1,"fly (1,4)",0,3,0.0,0.6,0.6,4,4,False,False,,,,501.0,-12.605769230769283,-12.701512664165108,0.20051594746689722,-0.18957160725449285,0.004104127579580563,-0.18258481863658932,15.158455725712974,10.70354828864638,13.012771022912403,8.102400108756166,66.91151919866444,-1.6835751894182682,-1.6963622923759742,0.026780093150837743,-0.025318411653354467,0.0005481305615467891,-0.024385284625921634,1.4647017916344374,1.0350486251389732,1.2574057721225878,0.7836090643603985
5,5,1,1,"fly (1,5)",0,3,0.0,0.6,0.6,3,3,False,False,,,,501.0,-10.95652173913038,-12.48859366612991,1.6435185185184766,-5.745269726248239,-3.8301798174988257,-5.3808261764181795,188.71846355944564,129.1837435332281,129.1837435332281,103.22182366725656,66.91151919866444,-1.4633084125716702,-1.6679256983145123,0.2195016385333526,-0.7673148215356579,-0.5115432143571053,-0.7186412255650324,18.273841577697446,12.502460984635931,12.502460984635931,9.991451921080648
6,6,1,1,"fly (1,6)",0,0,0.0,0.0,0.0,1,1,False,False,,,,501.0,-9.275862068965466,-9.275862068965466,,,0.0,0.0,,,0.0,0.0,66.91151919866444,-1.2388463531172575,-1.2388463531172575,,,0.0,0.0,,,0.0,0.0
7,7,1,1,"fly (1,7)",0,3,0.0,0.6,0.6,4,4,False,False,,,,501.0,-8.48979591836735,-9.311592758717296,-0.4075824811889107,-2.0592603238479037,-0.8449118132216427,-1.7678875766011735,23.983134854925474,12.96708313722722,12.96708313722722,10.843168596903638,66.91151919866444,-1.1338625600490617,-1.243618398493128,-0.05443505591838595,-0.27502642054729926,-0.11284298006299043,-0.23611186331902134,2.3538721509450378,1.2681839659820284,1.2681839659820284,1.060958320128134
8,8,1,1,"fly (1,8)",0,49,0.0,9.8,9.8,50,50,True,True,1.0,38.0,7.6,501.0,558.0526315789474,300.50495376866934,145.9579962127731,57.71358899178448,127.64241963710049,56.50632361271137,146.7622484923802,65.0518967266931,128.0738048637772,63.78400264532047,66.91151919866444,74.53123627097796,40.13421753170876,19.493555420737643,7.707991851991252,17.047401620981702,7.546754405704355,19.54984354051621,8.347613379466717,17.077589739251874,8.18204123165463
9,9,1,1,"fly (1,9)",0,0,0.0,0.0,0.0,1,1,False,False,,,,501.0,-6.846153846153811,-6.846153846153811,,,0.0,0.0,,,0.0,0.0,66.91151919866444,-0.9143444201874873,-0.9143444201874873,,,0.0,0.0,,,0.0,0.0
10,10,1,1,"fly (1,10)",0,3,0.0,0.6,0.6,4,4,False,False,,,,501.0,-6.846153846153811,-6.872722672064782,0.09868421052658508,-0.048076923076981366,1.3877787807814457e-17,-0.05029099190290745,2.504157046751052,2.502683653286009,2.502683653286009,1.9813526169124671,66.91151919866444,-0.9143444201874873,-0.9178928443492196,0.013179861172165078,-0.006420958006942422,1.734723475976807e-18,-0.0067166600204217105,0.2423127670768566,0.24204105807114887,0.24204105807114887,0.19162715884823067
