assay_tube_index,time_s,mean_height_px,max_height_px,mean_vertical_velocity_px_s,max_vertical_velocity_px_s,mean_speed_px_s,max_speed_px_s,mean_height_mm,max_height_mm,mean_vertical_velocity_mm_s,max_vertical_velocity_mm_s,mean_speed_mm_s,max_speed_mm_s
1,0.0,-10.443629126122687,-6.846153846153811,-0.5652211549566364,4.02777777777781,12.713224403443606,94.35923177972282,-1.3948085644237311,-0.9143444201874873,-0.07548863505263928,0.537933593025417,1.2472149144384201,9.136920788848723
1,0.2,-11.09803872529218,-6.875,-1.2047684255838118,1.0618160307601936,23.98792880453607,86.12249568881873,-1.482208844780258,-0.9181969949916527,-0.1609039633500917,0.1418118238077052,2.333502987705907,8.334973989757287
1,0.4,-10.936612183988322,-6.894736842105317,-0.27008887747383714,4.727272727272787,18.824502662383853,57.676591868577965,-1.4606493734875887,-0.9208329672260858,-0.03607197028031214,0.6313552891182351,1.8468981601598875,5.613864202143353
1,0.6,-10.802833269809454,-6.875,-0.631747532305233,7.0909090909091805,34.537025440384774,129.1837435332281,-1.4427824066523478,-0.9181969949916527,-0.08437362701906281,0.9470329336773528,3.409083385011669,12.502460984635931
1,0.8,-13.972972972973025,-13.972972972973025,9.527974783293878,9.527974783293878,23.525989813188627,23.525989813188627,-1.8661733519830417,-1.8661733519830417,1.2725175002729716,1.2725175002729716,3.127087123747618,3.127087123747618
1,1.0,-4.127659574468112,-4.127659574468112,57.68913491805072,57.68913491805072,70.17062242331339,70.17062242331339,-0.5512733989272938,-0.5512733989272938,7.7047258655159565,7.7047258655159565,9.358869429422489,9.358869429422489
1,1.2,24.32432432432438,24.32432432432438,112.48149423308674,112.48149423308674,112.94647147395152,112.94647147395152,3.248657672697747,3.248657672697747,15.02257018138053,15.02257018138053,15.055127441221126,15.055127441221126
1,1.4,53.515923566878996,53.515923566878996,127.64241963710049,127.64241963710049,128.0738048637772,128.0738048637772,7.147368756845275,7.147368756845275,17.047401620981702,17.047401620981702,17.077589739251874,17.077589739251874
1,1.6,72.45779220779218,72.45779220779218,117.95152295152282,117.95152295152282,118.52993199807209,118.52993199807209,9.677167573661727,9.677167573661727,15.753124935094867,15.753124935094867,15.793601414150208,15.793601414150208
1,1.8,95.09523809523807,95.09523809523807,110.62924537249823,110.62924537249823,111.24396654108607,111.24396654108607,12.700532633754667,12.700532633754667,14.775191368614118,14.775191368614118,14.818218607351538,14.818218607351538
1,2.0,119.89347079037793,119.89347079037793,123.01559301108036,123.01559301108036,123.98887212993111,123.98887212993111,16.012483578013747,16.012483578013747,16.429461503984026,16.429461503984026,16.49763523323514,16.49763523323514
1,2.2,146.2671480144404,146.2671480144404,118.78183831672196,118.78183831672196,119.72448460187245,119.72448460187245,19.534844476052143,19.534844476052143,15.864018473017959,15.864018473017959,15.930048036925905,15.930048036925905
1,2.4,166.36434108527123,166.36434108527123,112.87707919913521,112.87707919913521,113.5388281540749,113.5388281540749,22.21894371756544,22.21894371756544,15.07540289804811,15.07540289804811,15.121761747738192,15.121761747738192
1,2.6,187.61971830985908,187.61971830985908,95.99561352431981,95.99561352431981,96.24326959173611,96.24326959173611,25.057725316842614,25.057725316842614,12.820783108423347,12.820783108423347,12.838107602931549,12.838107602931549
1,2.8,203.86451612903227,203.86451612903227,82.62361706931604,82.62361706931604,83.06022460299454,83.06022460299454,27.227314341106148,27.227314341106148,11.034873732129014,11.034873732129014,11.065482187710112,11.065482187710112
1,3.0,215.93851132686086,215.93851132686086,66.66983885293764,66.66983885293764,67.3814485900191,67.3814485900191,28.839867956842852,28.839867956842852,8.904152100559282,8.904152100559282,8.954057638685226,8.954057638685226
1,3.2,227.62162162162167,227.62162162162167,63.78229180726142,63.78229180726142,65.36679418656537,65.36679418656537,30.400216577178185,30.400216577178185,8.518503079433911,8.518503079433911,8.630040969769832,8.630040969769832
1,3.4,242.13389121338912,242.13389121338912,50.497217964003774,50.497217964003774,52.73455084392833,52.73455084392833,32.338416188766494,32.338416188766494,6.74420273308898,6.74420273308898,6.903443325955462,6.903443325955462
1,3.6,246.23684210526312,246.23684210526312,33.67410889150017,33.67410889150017,35.812587886996866,35.812587886996866,32.88638959669624,32.88638959669624,4.497376813555945,4.497376813555945,4.649873318557384,4.649873318557384
1,3.8,247.82608695652175,247.82608695652175,17.177132877969626,17.177132877969626,22.11072502898519,22.11072502898519,33.09864266531175,33.09864266531175,2.2941078968907624,2.2941078968907624,2.6654802304477827,2.6654802304477827
1,4.0,252.4401709401709,252.4401709401709,16.60378823164108,16.60378823164108,28.235167446241082,28.235167446241082,33.71488092690095,33.71488092690095,2.2175343214211765,2.2175343214211765,3.147216689347283,3.147216689347283
1,4.2,256.1991150442478,256.1991150442478,16.30629752388376,16.30629752388376,29.7149634806814,29.7149634806814,34.21691018954895,34.21691018954895,2.177802674308357,2.177802674308357,3.250306147625526,3.250306147625526
1,4.4,257.609865470852,257.609865470852,19.07375195063644,19.07375195063644,38.27030776532087,38.27030776532087,34.40532426989677,34.40532426989677,2.5474126144422633,2.5474126144422633,4.096327817557321,4.096327817557321
1,4.6,263.88442211055275,263.88442211055275,29.721905033780654,29.721905033780654,49.18631477865484,49.18631477865484,35.24332849556631,35.24332849556631,3.969536565446498,3.969536565446498,5.494292103793936,5.494292103793936
1,4.8,274.03225806451616,274.03225806451616,32.722296287318706,32.722296287318706,53.468635393304034,53.468635393304034,36.598632128816845,36.598632128816845,4.370256599308001,4.370256599308001,5.990522402873018,5.990522402873018
1,5.0,277.2432432432432,277.2432432432432,48.46186058497614,48.46186058497614,69.89520678753375,69.89520678753375,37.02747822948157,37.02747822948157,6.472368692484291,6.472368692484291,8.099585710254994,8.099585710254994
1,5.2,292.96153846153845,292.96153846153845,66.49319788510651,66.49319788510651,87.99581124472114,87.99581124472114,39.12674971105689,39.12674971105689,8.880560652434932,8.880560652434932,10.490431317677368,10.490431317677368
