frame_index,time_s,x_px,y_px,bbox_x,bbox_y,bbox_w,bbox_h,x_from_left_px,x_from_left_mm,y_from_base_px,y_from_base_mm,distance_from_base_px,distance_from_base_mm,relative_x,relative_height,detected,internal_track_id,display_id,physical_vial_index,assay_tube_index,label,dt_s,dx_px,dy_px,displacement_px,speed_px_s_raw,vertical_velocity_px_s_raw,height_px_smoothed,speed_px_s_smoothed,vertical_velocity_px_s_smoothed,height_mm_smoothed,vertical_velocity_mm_s_raw,vertical_velocity_mm_s_smoothed,displacement_mm,speed_mm_s_raw,speed_mm_s_smoothed
0,0.0,182.99732620320856,743.2245989304813,171,734,26,19,52.99732620320856,5.1205146090056575,22.775401069518693,3.0417897922562527,22.775401069518693,3.0417897922562527,0.2560257304502829,0.038022372403203164,True,1,1,1,1,"fly (1,1)",,,,,,,23.11430872189385,4.804958836879141,1.6945382618757776,3.0870529177821497,,0.22631562762948643,,,0.48983555283928354
1,0.2,181.19883040935673,742.546783625731,170,733,24,19,51.19883040935673,4.946746899454757,23.453216374269005,3.1323160433080472,23.453216374269005,3.1323160433080472,0.24733734497273782,0.03915395054135059,True,1,1,1,1,"fly (1,1)",0.2,-1.7984957938518278,-0.677815304750311,1.9219835347516567,9.609917673758282,3.389076523751555,23.235180173570257,3.6174009224146206,1.1692033456739637,3.10319601650354,0.45263125525897285,0.156154036150112,0.19593422113571343,0.9796711056785671,0.36673174738403697
2,0.4,181.44615384615383,742.5230769230769,170,734,25,18,51.446153846153834,4.970642883686361,23.47692307692307,3.13548221394632,23.47692307692307,3.13548221394632,0.24853214418431804,0.039193527674329,True,1,1,1,1,"fly (1,1)",0.2,0.2473234367971031,-0.023706702654067158,0.24845701869711592,1.2422850934855796,0.11853351327033579,23.94162543109913,8.068864093746543,3.5322262876443733,3.1975459674255933,0.015830853191363126,0.4717497546102675,0.024104827294708774,0.12052413647354386,0.8488672102439562
3,0.6,179.18266253869967,741.1052631578947,168,732,24,18,49.182662538699674,4.751948071371949,24.894736842105317,3.324839645022413,24.894736842105317,3.324839645022413,0.23759740356859746,0.04156049556278016,True,1,1,1,1,"fly (1,1)",0.19999999999999996,-2.26349130745416,-1.4178137651822453,2.6708779027991523,13.354389513995764,7.0890688259112284,24.30435373097123,5.685009929859727,1.8136414993604915,3.2459904815988287,0.9467871553804665,0.24222257086617602,0.28928127771595147,1.4464063885797576,0.6183154305483752
4,0.8,178.84076433121018,741.4585987261147,168,733,24,18,48.84076433121018,4.718914428136249,24.5414012738853,3.277649585827753,24.5414012738853,3.277649585827753,0.23594572140681247,0.04097061982284691,True,1,1,1,1,"fly (1,1)",0.20000000000000007,-0.34189820748949273,0.3533355682200181,0.4916710364195671,2.4583551820978347,-1.7666778411000899,24.748504371996887,6.014074955647357,2.2207532051282906,3.305309431986229,-0.23595029597330167,0.2965947519370006,0.05760315331836487,0.28801576659182426,0.6609150114132133
5,1.0,178.484375,741.190625,167,733,25,17,48.484375,4.684480676328502,24.809375000000045,3.31343906510852,24.809375000000045,3.31343906510852,0.23422403381642512,0.041417988313856506,True,1,1,1,1,"fly (1,1)",0.19999999999999996,-0.3563893312101811,-0.26797372611474657,0.44589603416969453,2.2294801708484733,1.339868630573733,24.743678391187245,1.7144092042385317,-0.024129904048208712,3.3046648936477125,0.17894739640383686,-0.0032226916925821906,0.04966457581361158,0.24832287906805797,0.19704885285013649
6,1.2,178.4271844660194,741.1197411003236,168,733,24,17,48.42718446601941,4.678955020871441,24.88025889967639,3.322906030006864,24.88025889967639,3.322906030006864,0.23394775104357204,0.041536325375085795,True,1,1,1,1,"fly (1,1)",0.19999999999999996,-0.05719053398058804,-0.07088389967634612,0.09107845195385733,0.45539225976928677,0.35441949838173065,24.878382240063086,1.280700112668609,0.673519244379198,3.3226553909934005,0.04733482449171823,0.08995248672844035,0.010961582578105426,0.05480791289052714,0.1396389587176449
7,1.4,178.2051282051282,741.0544871794872,167,733,25,17,48.205128205128204,4.657500309674223,24.945512820512818,3.331621077864817,24.945512820512818,3.331621077864817,0.23287501548371115,0.04164526347331021,True,1,1,1,1,"fly (1,1)",0.19999999999999996,-0.22205626089120756,-0.065253920836426,0.2314455814776134,1.1572279073880674,0.3262696041821301,24.927808814438738,0.7717187696876561,0.24713287187826913,3.3292566029300485,0.04357523928976593,0.03300605968324118,0.02315721683886991,0.11578608419434958,0.07956743923282589
8,1.6,178.06514657980455,741.042345276873,167,733,24,17,48.06514657980455,4.643975514956961,24.957654723127007,3.333242700918465,24.957654723127007,3.333242700918465,0.23219877574784806,0.041665533761480814,True,1,1,1,1,"fly (1,1)",0.20000000000000018,-0.13998162532365654,-0.012141902614189348,0.14050722838112287,0.7025361419056138,0.060709513070946686,24.91389228680335,1.3763818990070948,-0.06958263817693938,3.3273979681874253,0.008108115268239395,-0.00929317371311412,0.013621664122720204,0.06810832061360096,0.13664472549962484
9,1.8,178.50310559006212,741.1614906832298,167,733,25,17,48.50310559006212,4.686290395175084,24.838509316770228,3.3173301257789953,24.838509316770228,3.3173301257789953,0.2343145197587542,0.041466626572237444,True,1,1,1,1,"fly (1,1)",0.19999999999999996,0.4379590102575719,0.11914540635677895,0.45387632954552054,2.269381647727603,-0.5957270317838949,24.845829653677622,1.218507495922191,-0.3403131656286482,3.318307800157278,-0.07956287569734767,-0.04545084015073736,0.04520795433818478,0.22603977169092396,0.12465335570163016
10,2.0,178.4069400630915,741.2586750788644,167,733,25,17,48.4069400630915,4.676999039912222,24.74132492113563,3.3043505737743746,24.74132492113563,3.3043505737743746,0.2338499519956111,0.04130438217217968,True,1,1,1,1,"fly (1,1)",0.19999999999999996,-0.09616552697062275,0.09718439563459924,0.13672093962667123,0.6836046981333563,-0.4859219781729963,24.773446855673267,1.0296713583042458,-0.3619139900217761,3.308640648503942,-0.06489776002310378,-0.048335758266680656,0.015962394960073102,0.07981197480036553,0.10633331322600299
11,2.2,178.37974683544303,741.2594936708861,167,733,25,17,48.37974683544303,4.674371674922032,24.74050632911394,3.3042412459584565,24.74050632911394,3.3042412459584565,0.2337185837461016,0.041303015574480705,True,1,1,1,1,"fly (1,1)",0.20000000000000018,-0.027193227648467655,0.0008185920216874365,0.02720554581035558,0.13602772905177776,-0.004092960108437179,24.707700363839802,0.4462602706744618,-0.32873245916732713,3.2998598148700906,-0.0005466390795905158,-0.04390416816925909,0.0026296386373439013,0.013148193186719495,0.05361693384216348
12,2.4,178.34920634920636,741.3587301587302,167,733,24,17,48.349206349206355,4.671420903304962,24.641269841269832,3.29098762487744,24.641269841269832,3.29098762487744,0.2335710451652481,0.041137345310968,True,1,1,1,1,"fly (1,1)",0.19999999999999973,-0.03054048623667427,0.09923648784410943,0.1038296769676501,0.5191483848382512,-0.49618243922054783,24.71379718499971,0.5945171555295995,0.030484105799548966,3.3006740814690763,-0.06626810540508296,0.004071332994931139,0.013578126707881062,0.0678906335394054,0.0676504716646475
13,2.6,178.15705128205127,741.2403846153846,167,733,24,17,48.15705128205127,4.652855196333456,24.75961538461536,3.3067933735713333,24.75961538461536,3.3067933735713333,0.23264275981667282,0.04133491716964167,True,1,1,1,1,"fly (1,1)",0.20000000000000018,-0.19215506715508468,-0.1183455433455265,0.2256750705397541,1.1283753526987694,0.5917277167276319,24.655600541533016,0.9558764091866122,-0.2909832173334819,3.292901574829117,0.07902874346946691,-0.03886253319979727,0.024382517653563533,0.12191258826781755,0.11256454738812438
14,2.8,178.3054662379421,741.4340836012861,167,733,24,17,48.30546623794211,4.667194805598272,24.565916398713853,3.280923726038578,24.565916398713853,3.280923726038578,0.2333597402799136,0.04101154657548223,True,1,1,1,1,"fly (1,1)",0.19999999999999973,0.14841495589084275,0.1936989859015057,0.2440210980045629,1.220105490022816,-0.9684949295075298,24.665905737930945,0.9614888495294714,0.051525981989659596,3.2942778948822635,-0.12934823766377573,0.006881600265731151,0.02957808407142999,0.14789042035715017,0.11369744473314043
15,3.0,178.2913907284768,741.3278145695364,167,733,24,17,48.29139072847681,4.665834852992929,24.672185430463628,3.2951165850368787,24.672185430463628,3.2951165850368787,0.23329174264964644,0.04118895731296098,True,1,1,1,1,"fly (1,1)",0.20000000000000018,-0.014075509465300229,-0.10626903174977542,0.10719714117336587,0.5359857058668289,0.5313451587488767,24.640602633154987,0.6235796759935841,-0.12651552387978943,3.2908985152794643,0.0709642949915023,-0.01689689801399542,0.01425786511489072,0.07128932557445354,0.0771548010984014
16,3.2,178.27156549520765,741.3162939297125,167,733,25,17,48.27156549520765,4.663919371517648,24.683706070287485,3.296655234762936,24.683706070287485,3.296655234762936,0.23319596857588237,0.041208190434536704,True,1,1,1,1,"fly (1,1)",0.20000000000000018,-0.019825233269159526,-0.011520639823856982,0.022929566418221456,0.11464783209110718,0.05760319911928486,24.692762992363935,0.4313936253788914,0.2608017960447265,3.2978648403824953,0.00769324863028719,0.03483162551515482,0.002456931472720088,0.01228465736360043,0.04942020353689669
17,3.4,178.39432176656152,741.2776025236593,167,733,25,17,48.39432176656152,4.6757798808272,24.72239747634069,3.301822701347671,24.72239747634069,3.301822701347671,0.23378899404136,0.04127278376684589,True,1,1,1,1,"fly (1,1)",0.19999999999999973,0.12275627135386458,-0.038691406053203536,0.12870946763574742,0.643547338178738,0.19345703026601793,24.677575641083838,0.6264727364812365,-0.07593675640047552,3.295836479610529,0.025837332923674995,-0.010141803859830337,0.012937325534527193,0.06468662767263605,0.06465170642189433
18,3.6,178.19155844155844,741.3733766233767,167,733,24,17,48.19155844155844,4.6561892214066125,24.626623376623343,3.2890315027209804,24.626623376623343,3.2890315027209804,0.23280946107033063,0.041112893784012255,True,1,1,1,1,"fly (1,1)",0.20000000000000018,-0.20276332500307603,0.09577409971734596,0.22424460783477307,1.1212230391738645,-0.47887049858672937,24.687768855749898,1.2741522838738695,0.05096607333030123,3.297197843839719,-0.06395599313345318,0.006806821145950488,0.023396766845889306,0.11698383422944643,0.12818236260215055
19,3.8,178.5936507936508,741.2857142857143,168,733,24,17,48.593650793650795,4.695038724024231,24.714285714285666,3.3007393274505064,24.714285714285666,3.3007393274505064,0.23475193620121157,0.04125924159313133,True,1,1,1,1,"fly (1,1)",0.19999999999999973,0.40209235209235317,-0.0876623376623229,0.41153729485380064,2.0576864742690057,0.4383116883116151,24.65680576254344,1.4422223616892333,-0.1548154660323078,3.293062539237855,0.058539123647629664,-0.020676523009322673,0.04057532518087377,0.2028766259043691,0.14581374504839265
20,4.0,178.38032786885248,741.3704918032787,168,733,23,17,48.380327868852476,4.674427813415698,24.629508196721304,3.2894167875420774,24.629508196721304,3.2894167875420774,0.2337213906707849,0.041117709844275964,True,1,1,1,1,"fly (1,1)",0.20000000000000018,-0.2133229247983195,0.08477751756436191,0.2295515143249662,1.14775757162483,-0.4238875878218092,24.765238995976688,2.476655668196558,0.5421661671662528,3.3075444401972205,-0.05661269954214449,0.0724095047968287,0.02351615500227248,0.1175807750113623,0.25161589975836907
21,4.2,177.59935897435898,741.0480769230769,167,733,24,17,47.59935897435898,4.598971881580578,24.951923076923094,3.3324772055990777,24.951923076923094,3.3324772055990777,0.22994859407902887,0.04165596506998847,True,1,1,1,1,"fly (1,1)",0.20000000000000018,-0.7809688944934976,-0.32241488020179077,0.8449045917391684,4.224522958695839,1.6120744010089525,24.52828923325376,4.773288467127565,-1.1847488136146456,3.2758983950923217,0.21530209028500094,-0.1582302255244937,0.0868780596718752,0.43439029835937565,0.5069247109488982
22,4.4,179.1168384879725,741.9965635738831,169,734,23,17,49.1168384879725,4.745588259707488,24.003436426116878,3.20580119213581,24.003436426116878,3.20580119213581,0.2372794129853744,0.04007251490169762,True,1,1,1,1,"fly (1,1)",0.20000000000000018,1.517479513613523,0.9484866508062169,1.789516974212407,8.947584871062027,-4.74243325403108,24.30127103709579,4.5511714040330205,-1.1350909807898302,3.245578769562042,-0.6333800673163376,-0.151598127651397,0.19376061189519153,0.9688030594759568,0.48538834542834913
23,4.6,179.1958762886598,742.0515463917526,169,734,23,17,49.195876288659804,4.753224762189353,23.948453608247405,3.198457910951239,23.948453608247405,3.198457910951239,0.23766123810946765,0.039980723886890494,True,1,1,1,1,"fly (1,1)",0.1999999999999993,0.0790378006873027,0.054982817869472456,0.09628127646823846,0.48140638234119404,-0.2749140893473633,23.91844610340877,3.5937061671603243,-1.9141246684351154,3.194450230839234,-0.03671640592285432,-0.255642693614039,0.010594335689942938,0.05297167844971488,0.38950888516268073
24,4.8,179.42413793103447,742.196551724138,169,734,22,17,49.424137931034466,4.775279027153088,23.803448275862024,3.179091589430654,23.803448275862024,3.179091589430654,0.23876395135765444,0.03973864486788318,True,1,1,1,1,"fly (1,1)",0.20000000000000018,0.22826164237466173,0.14500533238538083,0.27042544961555065,1.352127248077752,-0.7250266619269035,23.784896446851803,1.1544639590731964,-0.6677482827848279,3.176613882718104,-0.09683160760292511,-0.08918174060565348,0.029350383512474123,0.1467519175623705,0.1274537264096571
