assay_tube_index,time_s,mean_height_px,max_height_px,mean_vertical_velocity_px_s,max_vertical_velocity_px_s,mean_speed_px_s,max_speed_px_s,mean_height_mm,max_height_mm,mean_vertical_velocity_mm_s,max_vertical_velocity_mm_s,mean_speed_mm_s,max_speed_mm_s
1,0.0,22.775401069518693,22.775401069518693,1.6945382618757776,1.6945382618757776,4.804958836879141,4.804958836879141,3.0417897922562527,3.0417897922562527,0.22631562762948643,0.22631562762948643,0.48983555283928354,0.48983555283928354
1,0.2,23.453216374269005,23.453216374269005,1.1692033456739637,1.1692033456739637,3.6174009224146206,3.6174009224146206,3.1323160433080472,3.1323160433080472,0.156154036150112,0.156154036150112,0.36673174738403697,0.36673174738403697
1,0.4,23.47692307692307,23.47692307692307,3.5322262876443733,3.5322262876443733,8.068864093746543,8.068864093746543,3.13548221394632,3.13548221394632,0.4717497546102675,0.4717497546102675,0.8488672102439562,0.8488672102439562
1,0.6,24.894736842105317,24.894736842105317,1.8136414993604915,1.8136414993604915,5.685009929859727,5.685009929859727,3.324839645022413,3.324839645022413,0.24222257086617602,0.24222257086617602,0.6183154305483752,0.6183154305483752
1,0.8,24.5414012738853,24.5414012738853,2.2207532051282906,2.2207532051282906,6.014074955647357,6.014074955647357,3.277649585827753,3.277649585827753,0.2965947519370006,0.2965947519370006,0.6609150114132133,0.6609150114132133
1,1.0,24.809375000000045,24.809375000000045,-0.024129904048208712,-0.024129904048208712,1.7144092042385317,1.7144092042385317,3.31343906510852,3.31343906510852,-0.0032226916925821906,-0.0032226916925821906,0.19704885285013649,0.19704885285013649
1,1.2,24.88025889967639,24.88025889967639,0.673519244379198,0.673519244379198,1.280700112668609,1.280700112668609,3.322906030006864,3.322906030006864,0.08995248672844035,0.08995248672844035,0.1396389587176449,0.1396389587176449
1,1.4,24.945512820512818,24.945512820512818,0.24713287187826913,0.24713287187826913,0.7717187696876561,0.7717187696876561,3.331621077864817,3.331621077864817,0.03300605968324118,0.03300605968324118,0.07956743923282589,0.07956743923282589
1,1.6,24.957654723127007,24.957654723127007,-0.06958263817693938,-0.06958263817693938,1.3763818990070948,1.3763818990070948,3.333242700918465,3.333242700918465,-0.00929317371311412,-0.00929317371311412,0.13664472549962484,0.13664472549962484
1,1.8,24.838509316770228,24.838509316770228,-0.3403131656286482,-0.3403131656286482,1.218507495922191,1.218507495922191,3.3173301257789953,3.3173301257789953,-0.04545084015073736,-0.04545084015073736,0.12465335570163016,0.12465335570163016
