physical_vial_index,assay_tube_index,bbox_x,bbox_y,bbox_w,bbox_h,center_x_px,center_y_px,area_px,frame_index,time_s,x_from_left_px,x_from_left_mm,y_from_base_px,y_from_base_mm,distance_from_base_px,distance_from_base_mm,relative_x,relative_height,threshold_used
1,1,222,167,18,17,229.47826086956522,174.0304347826087,230,0,0.0,99.47826086956522,9.611426170972486,591.9695652173913,79.06104376859984,591.9695652173913,79.06104376859984,0.48057130854862423,0.9882630471074979,22.0
1,1,253,186,16,20,260.1673469387755,194.82857142857142,245,0,0.0,130.1673469387755,12.576555259785072,571.1714285714286,76.28332935845458,571.1714285714286,76.28332935845458,0.6288277629892536,0.9535416169806821,22.0
1,1,194,223,17,13,201.44375,228.65625,160,0,0.0,71.44375,6.902777777777778,537.34375,71.76544240400668,537.34375,71.76544240400668,0.3451388888888889,0.8970680300500835,22.0
1,1,289,329,19,12,298.0701754385965,333.9473684210526,171,0,0.0,168.0701754385965,16.2386642935842,432.0526315789474,57.70318952640366,432.0526315789474,57.70318952640366,0.8119332146792101,0.7212898690800458,22.0
1,1,182,360,14,20,188.3761467889908,369.20642201834863,218,0,0.0,58.37614678899081,5.640207419226165,396.79357798165137,52.994133954143756,396.79357798165137,52.994133954143756,0.28201037096130827,0.6624266744267969,22.0
1,1,288,663,19,18,296.6788990825688,671.3486238532109,218,0,0.0,166.67889908256882,16.104241457253025,94.65137614678906,12.641252239971829,94.65137614678906,12.641252239971829,0.8052120728626513,0.15801565299964784,22.0
1,1,160,711,11,11,164.70454545454544,715.6818181818181,88,0,0.0,34.70454545454544,3.3530961791831344,50.31818181818187,6.7202913947488305,50.31818181818187,6.7202913947488305,0.16765480895915671,0.08400364243436038,22.0
1,1,242,727,20,15,251.2164502164502,733.91341991342,231,0,0.0,121.2164502164502,11.71173432042997,32.08658008658006,4.285352933099173,32.08658008658006,4.285352933099173,0.5855867160214986,0.05356691166373966,22.0
2,2,395,178,16,16,401.3076923076923,184.36813186813185,182,0,0.0,38.30769230769232,4.053724053724055,578.6318681318681,79.1291443599136,578.6318681318681,79.1291443599136,0.20268620268620274,0.9891143044989199,22.0
2,2,380,182,3,13,380.8484848484849,187.93939393939394,33,0,0.0,17.848484848484873,1.8887285553952247,575.060606060606,78.64076664076663,575.060606060606,78.64076664076663,0.09443642776976123,0.983009583009583,22.0
2,2,531,185,6,32,533.7647058823529,200.1,170,0,0.0,170.76470588235293,18.070339246809834,562.9,76.97777777777777,562.9,76.97777777777777,0.9035169623404917,0.9622222222222222,22.0
2,2,519,215,8,17,522.4782608695652,222.77391304347827,115,0,0.0,159.47826086956525,16.876006441223836,540.2260869565217,73.87707172054998,540.2260869565217,73.87707172054998,0.8438003220611918,0.9234633965068747,22.0
2,2,381,312,10,19,385.7432432432432,320.1554054054054,148,0,0.0,22.743243243243228,2.406692406692405,442.8445945945946,60.55994455994456,442.8445945945946,60.55994455994456,0.12033462033462025,0.756999306999307,22.0
2,2,400,626,14,23,406.12704918032784,637.3196721311475,244,0,0.0,43.127049180327845,4.5637089079712005,125.68032786885249,17.1870533837747,125.68032786885249,17.1870533837747,0.22818544539856003,0.21483816729718375,22.0
3,3,711,178,11,22,715.9184782608695,188.03804347826087,184,0,0.0,132.9184782608695,13.918165262918272,571.9619565217391,78.62020020917376,571.9619565217391,78.62020020917376,0.6959082631459137,0.9827525026146721,24.0
3,3,715,713,17,11,722.88125,717.7125,160,0,0.0,139.88125000000002,14.647251308900525,42.28750000000002,5.812714776632306,42.28750000000002,5.812714776632306,0.7323625654450263,0.07265893470790381,24.0
4,4,963,287,10,16,967.5403225806451,294.14516129032256,124,0,0.0,161.54032258064512,17.654680063458482,462.85483870967744,63.0807275924603,462.85483870967744,63.0807275924603,0.8827340031729242,0.7885090949057537,21.0
4,4,951,550,13,21,956.5446009389672,559.7089201877934,213,0,0.0,150.54460093896716,16.452961851253242,197.2910798122066,26.88805176316274,197.2910798122066,26.88805176316274,0.8226480925626621,0.33610064703953424,21.0
4,4,954,580,20,20,965.3412162162163,587.9087837837837,296,0,0.0,159.34121621621625,17.41434057007828,169.09121621621625,23.04479948432249,169.09121621621625,23.04479948432249,0.870717028503914,0.2880599935540311,21.0
4,4,961,614,12,18,966.2033898305085,622.2372881355932,177,0,0.0,160.2033898305085,17.508567194591095,134.7627118644068,18.366298039442153,134.7627118644068,18.366298039442153,0.8754283597295547,0.22957872549302694,21.0
4,4,850,702,16,19,857.0280373831775,710.5093457943925,214,0,0.0,51.02803738317755,5.5768346866860705,46.490654205607484,6.336034644716523,46.490654205607484,6.336034644716523,0.27884173433430354,0.07920043305895653,21.0
4,4,823,740,6,10,824.9347826086956,744.5869565217391,46,0,0.0,18.934782608695627,2.0693751484913254,12.413043478260875,1.6917265387749063,12.413043478260875,1.6917265387749063,0.10346875742456627,0.021146581734686327,21.0
4,4,923,748,12,10,928.1666666666666,753.0196078431372,102,0,0.0,122.16666666666663,13.351548269581052,3.980392156862763,0.5424725256371739,3.980392156862763,0.5424725256371739,0.6675774134790526,0.006780906570464673,21.0
1,1,222,167,18,17,229.4780701754386,173.93859649122808,228,1,0.2,99.4780701754386,9.611407746419188,592.061403508772,79.07330931669742,592.061403508772,79.07330931669742,0.4805703873209594,0.9884163664587178,22.0
1,1,252,186,17,21,260.14230769230767,195.23461538461538,260,1,0.2,130.14230769230767,12.574136008918614,570.7653846153846,76.22909978168742,570.7653846153846,76.22909978168742,0.6287068004459307,0.9528637472710928,22.0
1,1,194,223,17,14,201.53503184713375,228.9171974522293,157,1,0.2,71.53503184713375,6.911597279916304,537.0828025477707,71.73059132524484,537.0828025477707,71.73059132524484,0.34557986399581525,0.8966323915655604,22.0
1,1,289,329,19,11,297.6134969325153,333.79754601226995,163,1,0.2,167.61349693251532,16.194540766426602,432.20245398773005,57.723199197025714,432.20245398773005,57.723199197025714,0.8097270383213301,0.7215399899628214,22.0
1,1,182,360,14,20,188.35321100917432,369.2293577981651,218,1,0.2,58.353211009174316,5.637991401852591,396.7706422018349,52.99107074481935,396.7706422018349,52.99107074481935,0.28189957009262956,0.6623883843102419,22.0
1,1,279,673,19,19,287.4868421052631,681.8070175438596,228,1,0.2,157.48684210526312,15.21612001017035,84.19298245614038,11.244471780452805,84.19298245614038,11.244471780452805,0.7608060005085175,0.14055589725566006,22.0
1,1,160,711,12,10,165.10309278350516,715.4123711340206,97,1,0.2,35.10309278350516,3.3916031674884213,50.587628865979354,6.756277644872034,50.587628865979354,6.756277644872034,0.16958015837442106,0.08445347056090043,22.0
1,1,242,727,20,15,251.2851063829787,733.9617021276596,235,1,0.2,121.28510638297871,11.718367766471372,32.03829787234042,4.278904557240791,32.03829787234042,4.278904557240791,0.5859183883235687,0.053486306965509885,22.0
2,2,395,178,13,14,400.8646616541353,183.14285714285714,133,1,0.2,37.86466165413532,4.006842503083102,579.8571428571429,79.29670329670331,579.8571428571429,79.29670329670331,0.20034212515415512,0.9912087912087912,21.0
2,2,380,182,4,14,381.1190476190476,188.3095238095238,42,1,0.2,18.119047619047592,1.9173595364071525,574.6904761904761,78.59015059015059,574.6904761904761,78.59015059015059,0.09586797682035762,0.9823768823768823,21.0
2,2,531,185,6,34,533.7333333333333,201.0611111111111,180,1,0.2,170.73333333333335,18.067019400352734,561.9388888888889,76.84634377967711,561.9388888888889,76.84634377967711,0.9033509700176368,0.9605792972459639,21.0
2,2,520,214,9,19,523.392,222.64,125,1,0.2,160.39200000000005,16.972698412698417,540.36,73.89538461538461,540.36,73.89538461538461,0.848634920634921,0.9236923076923077,21.0
2,2,381,311,11,20,385.9125,320.44375,160,1,0.2,22.912500000000023,2.424603174603177,442.55625,60.52051282051282,442.55625,60.52051282051282,0.12123015873015885,0.7565064102564102,21.0
2,2,404,634,15,23,411.06995884773664,644.8230452674898,243,1,0.2,48.06995884773664,5.0867681320356235,118.17695473251024,16.160951074531315,118.17695473251024,16.160951074531315,0.2543384066017812,0.20201188843164145,21.0
3,3,711,178,11,22,715.9732620320856,188.0855614973262,187,1,0.2,132.9732620320856,13.923901783464459,571.9144385026738,78.6136685227043,571.9144385026738,78.6136685227043,0.6961950891732229,0.9826708565338037,24.0
3,3,714,712,18,12,722.7575757575758,717.4484848484849,165,1,0.2,139.75757575757575,14.634301126447722,42.551515151515105,5.849005519108606,42.551515151515105,5.849005519108606,0.7317150563223861,0.07311256898885757,24.0
4,4,915,170,5,3,916.7272727272727,170.72727272727272,11,1,0.2,110.72727272727275,12.101341281669153,586.2727272727273,79.90088276289298,586.2727272727273,79.90088276289298,0.6050670640834577,0.9987610345361623,21.0
4,4,963,288,10,14,967.575,294.23333333333335,120,1,0.2,161.57500000000005,17.658469945355197,462.76666666666665,63.068710959681994,462.76666666666665,63.068710959681994,0.8829234972677598,0.788358886996025,21.0
4,4,951,550,13,21,956.5167464114833,559.7129186602871,209,1,0.2,150.51674641148327,16.449917640599264,197.28708133971293,26.887506826536686,197.28708133971293,26.887506826536686,0.8224958820299633,0.33609383533170856,21.0
4,4,954,579,20,22,965.5197368421052,587.7006578947369,304,1,0.2,159.5197368421052,17.433851020995103,169.29934210526312,23.073164171075042,169.29934210526312,23.073164171075042,0.8716925510497552,0.28841455213843803,21.0
4,4,961,613,12,20,966.2432432432432,622.2702702702702,185,1,0.2,160.24324324324323,17.512922758824395,134.7297297297298,18.361803029605422,134.7297297297298,18.361803029605422,0.8756461379412198,0.2295225378700678,21.0
4,4,850,702,16,19,856.9952830188679,710.5896226415094,212,1,0.2,50.995283018867894,5.573254974739661,46.410377358490564,6.325094018192922,46.410377358490564,6.325094018192922,0.27866274873698305,0.07906367522741152,21.0
4,4,823,739,6,11,824.9183673469388,744.3061224489796,49,1,0.2,18.918367346938794,2.067581130812983,12.693877551020364,1.7300003476688741,12.693877551020364,1.7300003476688741,0.10337905654064915,0.021625004345860926,21.0
4,4,922,747,13,11,927.9322033898305,752.6694915254237,118,1,0.2,121.93220338983053,13.325923867741041,4.330508474576277,0.5901885484942115,4.330508474576277,0.5901885484942115,0.6662961933870521,0.007377356856177644,21.0
1,1,222,167,18,17,229.44635193133047,174.09012875536482,233,2,0.4,99.44635193133047,9.60834318177106,591.9098712446352,79.05307128475928,591.9098712446352,79.05307128475928,0.480417159088553,0.988163391059491,22.0
1,1,252,186,17,21,259.9841897233201,195.38339920948616,253,2,0.4,129.98418972332013,12.558858910465712,570.6166007905139,76.20922882010203,570.6166007905139,76.20922882010203,0.6279429455232857,0.9526153602512752,22.0
1,1,195,223,15,14,201.58823529411765,228.94771241830065,153,2,0.4,71.58823529411765,6.916737709576585,537.0522875816994,71.72651587067772,537.0522875816994,71.72651587067772,0.34583688547882924,0.8965814483834714,22.0
1,1,289,329,18,11,297.4258064516129,333.80645161290323,155,2,0.4,167.4258064516129,16.176406420445694,432.19354838709677,57.72200980128171,432.19354838709677,57.72200980128171,0.8088203210222846,0.7215251225160213,22.0
1,1,182,359,14,20,188.3148148148148,368.1296296296296,216,2,0.4,58.31481481481481,5.6342816246197875,397.8703703703704,53.13794595931491,397.8703703703704,53.13794595931491,0.2817140812309894,0.6642243244914363,22.0
1,1,274,684,18,21,282.32067510548524,694.0295358649789,237,2,0.4,152.32067510548524,14.7169734401435,71.97046413502107,9.612082021371762,71.97046413502107,9.612082021371762,0.7358486720071751,0.12015102526714704,22.0
1,1,160,711,11,10,164.77272727272728,715.3522727272727,88,2,0.4,34.77272727272728,3.3596837944664038,50.64772727272725,6.764304143269082,50.64772727272725,6.764304143269082,0.1679841897233202,0.08455380179086353,22.0
1,1,241,727,21,16,251.22983870967744,734.1370967741935,248,2,0.4,121.22983870967744,11.713027894654825,31.862903225806463,4.255479562712049,31.862903225806463,4.255479562712049,0.5856513947327412,0.053193494533900605,22.0
2,2,395,178,13,11,401.21495327102804,182.11214953271028,107,2,0.4,38.21495327102804,4.043910399050586,580.8878504672897,79.43765476475757,580.8878504672897,79.43765476475757,0.2021955199525293,0.9929706845594696,21.0
2,2,380,182,4,14,381.24444444444447,188.15555555555557,45,2,0.4,18.24444444444447,1.9306290417401555,574.8444444444444,78.61120607787274,574.8444444444444,78.61120607787274,0.09653145208700777,0.9826400759734093,21.0
2,2,531,185,6,33,533.890243902439,199.89634146341464,164,2,0.4,170.890243902439,18.08362369337979,563.1036585365854,77.00562851782365,563.1036585365854,77.00562851782365,0.9041811846689894,0.9625703564727955,21.0
2,2,522,215,8,17,525.2844827586207,222.60344827586206,116,2,0.4,162.2844827586207,17.17296113847838,540.3965517241379,73.90038314176245,540.3965517241379,73.90038314176245,0.858648056923919,0.9237547892720306,21.0
2,2,381,312,11,19,385.8888888888889,320.6172839506173,162,2,0.4,22.888888888888914,2.4221046443268692,442.3827160493827,60.496781681966866,442.3827160493827,60.496781681966866,0.12110523221634346,0.7562097710245858,21.0
2,2,405,640,16,23,412.39271255060726,651.2226720647773,247,2,0.4,49.39271255060726,5.2267420688473285,111.77732793522273,15.285788435586014,111.77732793522273,15.285788435586014,0.26133710344236644,0.19107235544482518,21.0
3,3,711,178,11,22,715.945652173913,188.2336956521739,184,2,0.4,132.945652173913,13.921010698839059,571.7663043478261,78.59330643956372,571.7663043478261,78.59330643956372,0.6960505349419529,0.9824163304945466,24.0
3,3,715,713,17,11,722.8607594936709,717.632911392405,158,2,0.4,139.8607594936709,14.645105706143552,42.36708860759495,5.823654791421986,42.36708860759495,5.823654791421986,0.7322552853071775,0.07279568489277483,24.0
4,4,914,170,6,3,916.5,170.875,16,2,0.4,110.5,12.076502732240437,586.125,79.88074957410562,586.125,79.88074957410562,0.6038251366120219,0.9985093696763203,21.0
4,4,969,170,5,10,971.0869565217391,174.47826086956522,46,2,0.4,165.08695652173913,18.042290330244715,582.5217391304348,79.38967483890083,582.5217391304348,79.38967483890083,0.9021145165122356,0.9923709354862602,21.0
4,4,963,287,10,15,967.5537190082645,294.1652892561983,121,2,0.4,161.55371900826447,17.656144153908684,462.8347107438017,63.07798442845679,462.8347107438017,63.07798442845679,0.8828072076954342,0.7884748053557098,21.0
4,4,951,550,13,21,956.4593301435407,559.9425837320574,209,2,0.4,150.45933014354068,16.443642638638327,197.05741626794259,26.856206646397627,197.05741626794259,26.856206646397627,0.8221821319319162,0.3357025830799703,21.0
4,4,955,579,19,21,965.5033557046979,587.6510067114094,298,2,0.4,159.50335570469792,17.43206073275387,169.34899328859058,23.079930942226994,169.34899328859058,23.079930942226994,0.8716030366376936,0.28849913677783745,21.0
4,4,961,613,12,19,966.2983425414365,622.0939226519338,181,2,0.4,160.29834254143645,17.5189445400477,134.90607734806622,18.3858367765678,134.90607734806622,18.3858367765678,0.875947227002385,0.22982295970709749,21.0
4,4,850,702,16,19,857.0330188679245,710.6981132075472,212,2,0.4,51.03301886792451,5.577379111248581,46.30188679245282,6.310308251100896,46.30188679245282,6.310308251100896,0.278868955562429,0.0788788531387612,21.0
4,4,823,739,6,11,824.9803921568628,744.4705882352941,51,2,0.4,18.980392156862763,2.0743597985642364,12.529411764705856,1.7075859304539496,12.529411764705856,1.7075859304539496,0.10371798992821182,0.02134482413067437,21.0
4,4,922,746,13,12,928.0538461538462,752.2923076923076,130,2,0.4,122.05384615384617,13.339218158890292,4.707692307692355,0.641593500196573,4.707692307692355,0.641593500196573,0.6669609079445146,0.008019918752457163,21.0
1,1,221,167,19,18,229.1476793248945,174.34177215189874,237,3,0.6,99.14767932489451,9.57948592511058,591.6582278481012,79.01946281777644,591.6582278481012,79.01946281777644,0.47897429625552906,0.9877432852222057,22.0
1,1,252,185,18,21,260.264367816092,194.84674329501917,261,3,0.6,130.26436781609198,12.585929257593428,571.1532567049808,76.2809023979941,571.1532567049808,76.2809023979941,0.6292964628796713,0.9535112799749261,22.0
1,1,194,223,17,14,201.2628205128205,228.9871794871795,156,3,0.6,71.2628205128205,6.885296667905362,537.0128205128206,71.7212448097256,537.0128205128206,71.7212448097256,0.3442648333952681,0.8965155601215702,22.0
1,1,291,326,16,15,298.4347826086956,332.64596273291926,161,3,0.6,168.43478260869563,16.2738920394875,433.35403726708074,57.87699996889225,433.35403726708074,57.87699996889225,0.813694601974375,0.7234624996111532,22.0
1,1,180,353,15,20,186.73214285714286,362.2633928571429,224,3,0.6,56.73214285714286,5.48136645962733,403.7366071428571,53.92141664679227,403.7366071428571,53.92141664679227,0.27406832298136646,0.6740177080849034,22.0
1,1,273,688,18,21,280.97119341563786,697.6172839506173,243,3,0.6,150.97119341563786,14.58658873581042,68.38271604938268,9.132917001587002,68.38271604938268,9.132917001587002,0.7293294367905211,0.11416146251983753,22.0
1,1,160,710,12,11,165.05882352941177,714.9901960784314,102,3,0.6,35.05882352941177,3.3873259448707023,51.00980392156862,6.8126616255851244,51.00980392156862,6.8126616255851244,0.1693662972435351,0.08515827031981406,22.0
1,1,241,727,21,16,251.22950819672133,734.1270491803278,244,3,0.6,121.22950819672133,11.712995961035878,31.872950819672155,4.2568214784203215,31.872950819672155,4.2568214784203215,0.5856497980517938,0.053210268480254015,22.0
2,2,393,178,11,8,398.35820895522386,180.83582089552237,67,3,0.6,35.35820895522386,3.741609413251202,582.1641791044776,79.61219543309096,582.1641791044776,79.61219543309096,0.1870804706625601,0.9951524429136369,21.0
2,2,380,181,4,16,381.2,188.04,50,3,0.6,18.19999999999999,1.9259259259259247,574.96,78.62700854700856,574.96,78.62700854700856,0.09629629629629624,0.9828376068376069,21.0
2,2,525,186,12,45,531.8961937716263,209.0415224913495,289,3,0.6,168.89619377162626,17.87261309752659,553.9584775086505,75.75500547126845,553.9584775086505,75.75500547126845,0.8936306548763294,0.9469375683908555,21.0
2,2,381,311,11,20,385.7142857142857,320.0584415584416,154,3,0.6,22.714285714285722,2.4036281179138332,442.9415584415584,60.57320457320456,442.9415584415584,60.57320457320456,0.12018140589569165,0.7571650571650571,21.0
2,2,405,652,14,24,411.62109375,662.9921875,256,3,0.6,48.62109375,5.145089285714286,100.0078125,13.676282051282051,100.0078125,13.676282051282051,0.2572544642857143,0.17095352564102564,21.0
3,3,711,178,11,22,715.9510869565217,188.2826086956522,184,3,0.6,132.95108695652175,13.92157978602322,571.7173913043478,78.58658299716122,571.7173913043478,78.58658299716122,0.696078989301161,0.9823322874645151,24.0
3,3,715,713,17,11,723.2207792207791,717.7012987012987,154,3,0.6,140.22077922077915,14.682804106887868,42.2987012987013,5.814254474048289,42.2987012987013,5.814254474048289,0.7341402053443935,0.07267818092560362,24.0
4,4,915,170,5,4,916.8,171.06666666666666,15,3,0.6,110.79999999999995,12.109289617486334,585.9333333333334,79.85462805224306,585.9333333333334,79.85462805224306,0.6054644808743167,0.9981828506530381,21.0
4,4,962,178,11,11,967.054945054945,182.69230769230768,91,3,0.6,161.05494505494505,17.601633339338257,574.3076923076924,78.27021360241123,574.3076923076924,78.27021360241123,0.8800816669669128,0.9783776700301403,21.0
4,4,963,287,10,15,967.5725806451612,294.0,124,3,0.6,161.57258064516122,17.658205534990298,463.0,63.100511073253834,463.0,63.100511073253834,0.8829102767495148,0.7887563884156729,21.0
4,4,950,550,14,21,956.367924528302,559.877358490566,212,3,0.6,150.36792452830196,16.43365295391278,197.12264150943395,26.865095946771238,197.12264150943395,26.865095946771238,0.8216826476956391,0.33581369933464045,21.0
