physical_vial_index,assay_tube_index,bbox_x,bbox_y,bbox_w,bbox_h,center_x_px,center_y_px,area_px,frame_index,time_s,x_from_left_px,x_from_left_mm,y_from_base_px,y_from_base_mm,distance_from_base_px,distance_from_base_mm,relative_x,relative_height,threshold_used
1,1,144,167,69,13,174.1699604743083,170.35770750988144,506,0,0.0,47.16996047430831,,610.6422924901185,,610.6422924901185,,0.23944142372745336,0.9945314209936783,16.0
1,1,208,168,31,20,222.489406779661,176.15466101694915,472,0,0.0,95.48940677966101,,604.8453389830509,,604.8453389830509,,0.4847178009119848,0.9850901286368906,16.0
1,1,237,168,38,14,252.0163043478261,173.38315217391303,368,0,0.0,125.0163043478261,,607.616847826087,,607.616847826087,,0.6346005296843964,0.9896039866874381,16.0
1,1,275,168,37,14,295.96048632218844,172.80851063829786,329,0,0.0,168.96048632218844,,608.1914893617021,,608.1914893617021,,0.8576674432598398,0.9905398849539122,16.0
2,2,364,165,33,23,377.14495412844036,174.59082568807338,545,0,0.0,22.14495412844036,,604.4091743119266,,604.4091743119266,,0.11241093466213381,0.9827791452226449,19.0
2,2,396,165,41,14,416.73821989528795,170.40052356020942,382,0,0.0,61.738219895287955,,608.5994764397906,,608.5994764397906,,0.31339197916389827,0.9895926446175457,19.0
2,2,493,165,43,9,514.5685618729096,169.62876254180603,299,0,0.0,159.56856187290964,,609.371237458194,,609.371237458194,,0.8099926998624855,0.9908475405824292,19.0
2,2,448,165,48,18,470.7477064220184,174.11926605504587,436,0,0.0,115.74770642201838,,604.8807339449542,,604.8807339449542,,0.5875518092488242,0.983545908853584,19.0
3,3,597,165,32,19,611.0138888888889,172.54398148148147,432,0,0.0,30.013888888888914,,598.4560185185185,,598.4560185185185,,0.16956999372253623,0.9859242479712002,18.0
3,3,628,165,32,17,644.6744186046511,171.55297157622738,387,0,0.0,63.67441860465112,,599.4470284237726,,599.4470284237726,,0.35974247799237924,0.9875568837294442,18.0
3,3,658,164,85,17,697.2564705882353,170.66235294117647,850,0,0.0,116.25647058823529,,600.3376470588236,,600.3376470588236,,0.6568162180126288,0.9890241302451789,18.0
3,3,741,404,2,7,741.4615384615385,406.7692307692308,13,0,0.0,160.46153846153845,,364.2307692307692,,364.2307692307692,,0.9065623641894828,0.6000506906602459,18.0
3,3,601,452,10,14,605.3818181818182,458.2818181818182,110,0,0.0,24.381818181818176,,312.7181818181818,,312.7181818181818,,0.1377503852080123,0.5151864609854725,18.0
3,3,637,480,12,20,642.123076923077,489.1128205128205,195,0,0.0,61.12307692307695,,281.8871794871795,,281.8871794871795,,0.3453281182094743,0.4643940353989777,18.0
3,3,640,677,18,13,648.1887755102041,683.045918367347,196,0,0.0,67.1887755102041,,87.95408163265301,,87.95408163265301,,0.3795976017525655,0.14489964025148766,18.0
3,3,607,706,10,15,611.4166666666666,712.9416666666667,120,0,0.0,30.41666666666663,,58.05833333333328,,58.05833333333328,,0.17184557438794706,0.09564799560680935,18.0
4,4,818,164,49,8,841.0419161676647,166.94910179640718,334,0,0.0,40.04191616766468,,604.0508982035929,,604.0508982035929,,0.22881094952951248,0.9951415126912567,16.0
4,4,873,164,88,11,906.0815450643777,167.6695278969957,466,0,0.0,105.08154506437768,,603.3304721030042,,603.3304721030042,,0.6004659717964439,0.9939546492635984,16.0
1,1,144,167,68,13,173.62626262626262,170.31919191919192,495,1,0.2,46.626262626262616,,610.6808080808081,,610.6808080808081,,0.2366815361739219,0.9945941499687428,16.0
1,1,208,168,31,20,222.489406779661,176.15466101694915,472,1,0.2,95.48940677966101,,604.8453389830509,,604.8453389830509,,0.4847178009119848,0.9850901286368906,16.0
1,1,237,168,38,14,252.07967032967034,173.29945054945054,364,1,0.2,125.07967032967034,,607.7005494505495,,607.7005494505495,,0.6349221844145703,0.9897403085513835,16.0
1,1,275,168,37,14,295.96048632218844,172.80851063829786,329,1,0.2,168.96048632218844,,608.1914893617021,,608.1914893617021,,0.8576674432598398,0.9905398849539122,16.0
2,2,366,165,34,22,380.81050656660415,174.03001876172607,533,1,0.2,25.810506566604147,,604.9699812382739,,604.9699812382739,,0.1310177998304779,0.9836910264036974,19.0
2,2,398,165,40,14,417.0427807486631,170.3716577540107,374,1,0.2,62.04278074866312,,608.6283422459893,,608.6283422459893,,0.3149379733434676,0.9896395808877875,19.0
2,2,493,165,43,9,514.6688741721855,169.58278145695365,302,1,0.2,159.6688741721855,,609.4172185430464,,609.4172185430464,,0.8105018993511954,0.9909223065740591,19.0
2,2,447,165,50,17,470.753986332574,174.06833712984056,439,1,0.2,115.75398633257402,,604.9316628701595,,604.9316628701595,,0.5875836869673808,0.9836287201140804,19.0
3,3,599,165,63,19,632.3832547169811,172.34198113207546,848,1,0.2,51.38325471698113,,598.6580188679245,,598.6580188679245,,0.290300874107238,0.9862570327313419,18.0
3,3,661,165,81,14,699.8698539176627,170.87118193891104,753,1,0.2,118.86985391766268,,600.128818061089,,600.128818061089,,0.6715810955800151,0.9886800956525353,18.0
3,3,601,444,11,15,605.9032258064516,450.36290322580646,124,1,0.2,24.903225806451587,,320.63709677419354,,320.63709677419354,,0.14069619099690162,0.528232449380879,18.0
3,3,639,486,12,21,644.5527638190955,495.8291457286432,199,1,0.2,63.5527638190955,,275.1708542713568,,275.1708542713568,,0.3590551628197486,0.45332924921146095,18.0
