internal_track_id,display_id,assay_tube_index,physical_vial_index,label,start_frame_index,end_frame_index,start_time_s,end_time_s,duration_s,n_samples,n_detected_samples,crossing_detected,unique_crossing_detected,unique_crossing_event_id,first_crossing_frame_index,first_crossing_time_s,threshold_distance_px,max_height_px,mean_height_px,max_vertical_velocity_px_s_raw,mean_vertical_velocity_px_s_raw,max_vertical_velocity_px_s_smoothed,mean_vertical_velocity_px_s_smoothed,max_speed_px_s_raw,mean_speed_px_s_raw,max_speed_px_s_smoothed,mean_speed_px_s_smoothed
17,6,3,3,"fly (3,6)",2,4,0.4,0.8,0.4,3,3,False,False,,,,519.0,203.23076923076928,160.97579930797497,233.15527461331845,216.7449558638083,216.7449558638083,159.27307680433546,233.17005838962427,216.81488607144212,216.81488607144212,159.31439088240523
19,7,3,3,"fly (3,7)",5,28,1.0,5.6,4.6,22,22,False,False,,,,519.0,195.23809523809518,76.99105627652666,566.2444330250103,36.009344126686216,361.01896690879823,31.032656356428195,566.2807585263989,108.83407011485252,361.04124020405663,101.00780689608509
20,8,3,3,"fly (3,8)",8,12,1.6,2.4,0.7999999999999998,5,5,False,False,,,,519.0,162.19397363465168,113.80750914204418,232.04129674468737,-65.32155797101441,81.43440050219739,-50.177380483276934,277.92198340838394,187.49625411486807,252.83270846796654,148.7331261528758
21,9,3,3,"fly (3,9)",12,49,2.4,9.8,7.4,34,34,False,False,,,,519.0,171.74045801526722,47.69200713410749,133.49431305289716,-19.75063995532277,97.90884888438133,-18.423860130119348,396.53605174246445,64.0193647506106,236.6326444789164,62.88333850729538
24,10,3,3,"fly (3,10)",17,49,3.4,9.8,6.4,29,29,False,False,,,,519.0,197.74193548387098,66.77417851130924,397.36933797909353,-1.7419935789657761,198.68466898954676,0.0034946754886180605,430.62484880029905,79.51433351890087,198.69579000232523,79.65245366260466
14,1,4,4,"fly (4,1)",0,49,0.0,9.8,9.8,50,50,False,False,,,,522.0,603.6184210526316,603.1664370804115,3.1299840510365695,0.043917348708832814,1.0556112696821167,0.03968088218420847,44.63639044208105,14.537093018368498,31.567662761387805,14.234309898886401
15,2,4,4,"fly (4,2)",0,12,0.0,2.4,2.4,13,13,False,False,,,,522.0,604.2184615384615,603.8858667075224,1.1927092987332333,-1.1178680116622783,0.21258741258729166,-0.8622160786059082,82.87483167882128,9.027438729100318,42.14467052749868,7.292605711018448
22,3,4,4,"fly (4,3)",12,49,2.4,9.8,7.4,38,38,False,False,,,,522.0,604.26875,604.0403028091783,14.332679889298548,0.36633529945337023,7.166339944649274,0.41947936574195716,79.31457585944942,3.178593983607074,39.65728792972471,3.44256699000559
23,4,4,4,"fly (4,4)",15,15,3.0,3.0,0.0,1,1,False,False,,,,522.0,606.4166666666666,606.4166666666666,,,0.0,0.0,,,0.0,0.0
27,5,4,4,"fly (4,5)",25,45,5.0,9.0,4.0,9,9,False,False,,,,522.0,606.6,606.4430976430976,0.3333333333330299,0.06660353535351028,0.19444444444436226,0.05920314253645357,8.670271686118607,1.7621103371024245,4.344794232273123,1.585996225572526
29,6,4,4,"fly (4,6)",44,49,8.8,9.8,1.0,4,4,False,False,,,,522.0,606.5263157894736,606.4440789473684,0.18274853801168883,0.06091617933722961,0.09137426900584442,0.03807261208576851,4.287522178529287,2.2625073928430988,3.393761089264648,1.6224004538602708
