internal_track_id,display_id,assay_tube_index,physical_vial_index,label,start_frame_index,end_frame_index,start_time_s,end_time_s,duration_s,n_samples,n_detected_samples,crossing_detected,unique_crossing_detected,unique_crossing_event_id,first_crossing_frame_index,first_crossing_time_s,threshold_distance_px,max_height_px,mean_height_px,max_vertical_velocity_px_s_raw,mean_vertical_velocity_px_s_raw,max_vertical_velocity_px_s_smoothed,mean_vertical_velocity_px_s_smoothed,max_speed_px_s_raw,mean_speed_px_s_raw,max_speed_px_s_smoothed,mean_speed_px_s_smoothed
1,1,1,1,"fly (1,1)",0,49,0.0,9.8,9.8,49,49,False,False,,,,524.0,611.4765100671141,608.1536000675742,14.144181728441355,0.43289857463063197,6.7407960301649945,0.42891052020624115,156.77052420690796,10.057760775464153,97.60879156343196,9.855536757590322
2,2,1,1,"fly (1,2)",0,49,0.0,9.8,9.8,49,49,False,False,,,,524.0,610.84375,610.4642545836166,3.5149898373987267,0.030443163552339877,1.3452743902439581,0.03234521415116009,20.220206204341796,4.896110387029406,10.199327615962897,4.8478922512147085
3,3,1,1,"fly (1,3)",0,49,0.0,9.8,9.8,50,50,False,False,,,,524.0,611.424,611.2857109282318,0.9523641661962747,0.007368770252794226,0.3520667150108164,0.007399178995363328,71.83590661635886,11.042861201164955,39.80765045073153,11.06828635019382
4,4,1,1,"fly (1,4)",0,7,0.0,1.4,1.4,2,2,False,False,,,,524.0,611.8363636363637,611.7718403547672,0.09217611656635785,0.09217611656635785,0.046088058283178926,0.046088058283178926,5.778530594879184,5.778530594879184,2.889265297439592,2.889265297439592
16,5,1,1,"fly (1,5)",1,49,0.2,9.8,9.600000000000001,38,38,False,False,,,,524.0,611.3986928104575,610.1339940683275,0.6828621291447198,-0.11722410339507806,0.3590911365796503,-0.11085025319022271,55.43371124566439,3.3557287814419965,19.64454847122803,3.2683887428298144
25,6,1,1,"fly (1,6)",22,40,4.4,8.0,3.5999999999999996,11,11,False,False,,,,524.0,611.8813559322034,611.758987824772,0.707142857142457,-0.07452868109871673,0.18484270178532825,-0.07254217725011233,52.580267211689836,10.659827894091254,24.64587875570059,9.621173331669356
5,1,2,2,"fly (2,1)",0,8,0.0,1.6,1.6,7,7,False,False,,,,524.0,606.2905982905983,603.6626474000701,7.776898908004455,-2.2032731259938974,2.9909617840651967,-1.860631909041677,71.06380110058085,26.28099744107575,51.31637447461674,22.57469973766032
6,2,2,2,"fly (2,2)",0,21,0.0,4.2,4.2,20,20,False,False,,,,524.0,606.3557312252965,604.7845847967498,11.139328063241294,0.13626805417795831,4.2197642906663155,5.633756793530509e-05,186.32632088131786,21.798950256248812,93.43396166970166,21.921759414994398
7,3,2,2,"fly (2,3)",0,49,0.0,9.8,9.8,48,48,False,False,,,,524.0,608.7899343544858,608.0597923803849,13.533882783883014,0.06521589384269574,4.637158054711274,0.06448146225230957,65.94313614098441,18.699720642250327,60.37119909161991,18.462808100138876
8,4,2,2,"fly (2,4)",0,49,0.0,9.8,9.8,50,50,False,False,,,,524.0,610.0242914979757,609.8099966939781,0.8943168046209841,0.0013549747499456049,0.3078848503846148,0.0021737431739040094,8.660881909639313,1.7034379663401331,4.996360261427307,1.675421896188007
18,5,2,2,"fly (2,5)",5,39,1.0,7.8,6.8,29,29,False,False,,,,524.0,606.136546184739,604.7011116008074,14.432766442025683,0.6519300513366136,4.563659519464707,0.5815013632373749,73.62652005517955,8.567449572584719,49.88779082964928,8.084731765325852
26,6,2,2,"fly (2,6)",22,49,4.4,9.8,5.4,25,25,False,False,,,,524.0,608.7424242424242,606.3703782153221,16.558531910983508,0.7340635636386996,5.895337261525925,0.704110057547449,103.41061083555928,12.717275110012222,42.497648672485596,12.225186231389973
28,7,2,2,"fly (2,7)",39,43,7.8,8.6,0.7999999999999998,5,5,False,False,,,,524.0,606.2581967213115,604.3835942148952,13.38824333561148,5.510715826451365,6.69412166780574,4.567232493736681,70.2030022080142,28.477066241034272,35.1015011040071,23.810524376232433
30,8,2,2,"fly (2,8)",45,49,9.0,9.8,0.8000000000000007,5,5,False,False,,,,524.0,604.9718574108817,604.9703224892917,0.00938086303904132,-0.00021239689900196587,0.0031269543463471067,0.0004837929366014441,5.495407589885974,2.647306214566981,5.294612429133962,2.1044586276034507
9,1,3,3,"fly (3,1)",0,26,0.0,5.2,5.2,21,21,False,False,,,,519.0,193.24324324324323,18.947697602992424,427.2460391425905,23.39077501137724,210.12794567966958,18.76531915439846,427.27129778490877,33.38225953940588,217.14942683701977,28.52265935664618
10,2,3,3,"fly (3,2)",0,7,0.0,1.4,1.4,8,8,False,False,,,,519.0,164.41666666666674,94.56077218064931,256.6091954022989,58.185374149659886,139.36883311883324,45.398314559740236,256.6230835386142,97.51883646523433,141.74970694730305,80.15055953042611
11,3,3,3,"fly (3,3)",0,49,0.0,9.8,9.8,50,50,False,False,,,,519.0,600.8845598845598,600.7953817518061,0.40291305916298514,0.001781218396544937,0.1513646250487004,0.0009011496737817283,3.4721538893656545,1.327765452471466,2.8461556368044376,1.301491303542723
12,4,3,3,"fly (3,4)",0,2,0.0,0.4,0.4,2,2,False,False,,,,519.0,601.7064220183486,601.5145013317549,0.9596034329683789,0.9596034329683789,0.47980171648418946,0.47980171648418946,1.093797895346022,1.093797895346022,0.546898947673011,0.546898947673011
13,5,3,3,"fly (3,5)",0,49,0.0,9.8,9.8,50,50,False,False,,,,519.0,601.8402366863905,601.7026667341784,0.819760773390498,-0.008343942245861685,0.38352939795250496,-0.007796095769793949,45.31022601109733,4.350511952058388,42.51089452562656,4.411262523026834
