physical_vial_index,assay_tube_index,bbox_x,bbox_y,bbox_w,bbox_h,center_x_px,center_y_px,area_px,frame_index,time_s,x_from_left_px,x_from_left_mm,y_from_base_px,y_from_base_mm,distance_from_base_px,distance_from_base_mm,relative_x,relative_height,threshold_used
1,1,145,168,34,6,159.9271523178808,169.79470198675497,151,0,0.0,32.9271523178808,,611.205298013245,,611.205298013245,,0.1671429051669076,0.9954483680997477,15.0
1,1,179,168,25,4,190.3292682926829,169.29268292682926,82,0,0.0,63.32926829268291,,611.7073170731708,,611.7073170731708,,0.32146836696793357,0.9962659887185191,15.0
1,1,204,168,21,8,215.4125,170.4,80,0,0.0,88.4125,,610.6,,610.6,,0.4487944162436548,0.9944625407166124,15.0
1,1,222,168,48,13,244.15544041450778,173.78497409326425,386,0,0.0,117.15544041450778,,607.2150259067357,,607.2150259067357,,0.5946976670787197,0.9889495535940321,15.0
2,2,364,165,35,22,378.88971962616824,174.03364485981308,535,0,0.0,23.889719626168244,,604.9663551401869,,604.9663551401869,,0.12126761231557484,0.983685130309247,17.0
2,2,396,165,42,14,416.4673366834171,170.24371859296483,398,0,0.0,61.4673366834171,,608.7562814070352,,608.7562814070352,,0.3120169374792746,0.9898476120439597,17.0
2,2,489,165,45,9,510.4089219330855,169.21561338289962,269,0,0.0,155.40892193308548,,609.7843866171004,,609.7843866171004,,0.7888777763100786,0.9915193278326836,17.0
2,2,443,167,49,15,466.2254641909814,174.50397877984085,377,0,0.0,111.22546419098143,,604.4960212201592,,604.4960212201592,,0.5645962649288397,0.9829203597075759,17.0
3,3,657,165,85,14,697.0566037735849,170.20174165457183,689,0,0.0,116.05660377358492,,600.7982583454282,,600.7982583454282,,0.6556870269694064,0.9897829626778059,12.0
3,3,599,165,39,9,620.681592039801,169.26865671641792,201,0,0.0,39.68159203980099,,601.7313432835821,,601.7313432835821,,0.22418978553559882,0.9913201701541715,12.0
3,3,637,165,21,9,645.2741935483871,169.67741935483872,124,0,0.0,64.27419354838707,,601.3225806451612,,601.3225806451612,,0.36313103699653715,0.9906467555933464,12.0
3,3,599,609,4,132,599.7678571428571,688.0428571428571,280,0,0.0,18.76785714285711,,82.95714285714291,,82.95714285714291,,0.10603309120258254,0.13666745116498008,12.0
3,3,599,741,3,17,600.3714285714286,748.2857142857143,35,0,0.0,19.371428571428623,,22.714285714285666,,22.714285714285666,,0.10944309927360804,0.0374205695457754,12.0
4,4,819,165,50,5,842.1189427312776,166.86784140969164,227,0,0.0,41.11894273127757,,604.1321585903083,,604.1321585903083,,0.23496538703587183,0.9952753848275261,14.0
4,4,869,165,70,8,896.1776061776062,168.04633204633205,259,0,0.0,95.17760617760621,,602.953667953668,,602.953667953668,,0.5438720353006069,0.9933338846024183,14.0
1,1,145,168,58,6,170.21774193548387,169.7459677419355,248,1,0.2,43.21774193548387,,611.2540322580645,,611.2540322580645,,0.2193794006877354,0.9955277398339812,15.0
1,1,203,168,22,8,215.04761904761904,170.32142857142858,84,1,0.2,88.04761904761904,,610.6785714285714,,610.6785714285714,,0.44694222866811695,0.9945905072126571,15.0
1,1,223,168,46,13,243.95514511873353,173.7862796833773,379,1,0.2,116.95514511873353,,607.2137203166227,,607.2137203166227,,0.5936809396890027,0.9889474272257699,15.0
1,1,269,168,39,6,288.7425149700599,169.77245508982037,167,1,0.2,161.74251497005991,,611.2275449101796,,611.2275449101796,,0.8210279947718777,0.9954846008309115,15.0
2,2,373,165,65,12,407.6402569593148,170.2847965738758,467,1,0.2,52.6402569593148,,608.7152034261242,,608.7152034261242,,0.26720942618941523,0.9897808185790636,17.0
2,2,490,165,43,9,510.3864541832669,169.15139442231074,251,1,0.2,155.3864541832669,,609.8486055776892,,609.8486055776892,,0.7887637268186136,0.9916237489068117,17.0
2,2,442,165,51,17,466.6966580976864,174.26478149100257,389,1,0.2,111.6966580976864,,604.7352185089974,,604.7352185089974,,0.566988112170997,0.9833092983886136,17.0
3,3,599,165,56,9,629.7435897435897,169.23931623931625,351,1,0.2,48.74358974358972,,601.7606837606837,,601.7606837606837,,0.27538751267564815,0.9913685070192483,12.0
